job_id,job_title,level,company,location,skill_required,skill_category,primary_skill,num_skills,min_salary,max_salary,avg_salary,experience_years,experience_level,industry,company_size,education_required,remote_policy,is_remote_friendly,demand_score,posted_days_ago,applicants_count,benefits,salary_per_year
205,Operations Analyst,Senior,Company_Digital5,Atlanta,"Machine Learning, Julia, Beam, MongoDB, Python, SQL",ML/AI,Machine Learning,6,84675,114561,99618,5,Senior,Energy,Large (201-1000),PhD,Remote,1,100,24,127,"Stock Options, Learning Stipend, Health Insurance",99618
206,Financial Analyst,Mid,Company_Digital6,Miami,"JavaScript, SQL, NLP, Machine Learning, Metabase, Communication",Programming,JavaScript,6,89889,121614,105751,3,Mid,Technology,Startup,High School + Certification,Hybrid,1,100,28,22,"Learning Stipend, Parental Leave, Unlimited PTO",105751
207,Analytics Consultant,Mid,Company_Tech84,Washington DC,"Airflow, PyTorch, Leadership, Metabase, Deep Learning",Big Data,Airflow,5,93305,126236,109771,4,Mid,Technology,Enterprise (1000+),PhD,Remote,1,100,9,189,"Tuition Reimbursement, Remote Work, Stock Options",109771
208,Data Warehouse Engineer,Mid,Company_Cloud64,San Francisco,"Kafka, Redis, AWS",Big Data,Kafka,3,85530,115717,100623,7,Mid,Entertainment,Enterprise (1000+),Bachelor's,On-site,0,100,10,55,"Health Insurance, Stock Options, Gym Membership, Unlimited PTO",100623
209,Business Analyst,Mid,Company_Data94,Nashville,"RAG, Airflow, Hadoop",ML/AI,RAG,3,73934,100029,86982,3,Mid,Retail,Large (201-1000),PhD,Hybrid,1,90,2,177,"Stock Options, Free Lunch, Health Insurance, Unlimited PTO",86982
210,Data Architect,Senior,Company_Data49,Dallas,"Power BI, Docker, LLM, Looker, Python",BI Tools,Power BI,5,97983,132566,115275,2,Senior,Finance,Small (11-50),Bachelor's,On-site,0,94,5,5,"Tuition Reimbursement, Parental Leave, 401k, Remote Work",115275
211,Analytics Manager,Principal,Company_Data17,Washington DC,"Storytelling, PostgreSQL, Communication, Looker",Soft Skills,Storytelling,4,85374,115505,100440,8,Principal,Education,Medium (51-200),High School + Certification,Remote,1,92,26,107,"Learning Stipend, Health Insurance, 401k",100440
212,Data Scientist,Senior,Company_Cloud2,Phoenix,"Tableau, GCP, LangChain, JavaScript, Metabase",BI Tools,Tableau,5,81717,110558,96138,3,Senior,Healthcare,Medium (51-200),High School + Certification,Hybrid,1,64,27,155,"Gym Membership, Learning Stipend, 401k, Free Lunch",96138
213,Data Governance Analyst,Mid,Company_Cloud30,Pittsburgh,"MongoDB, TensorFlow, Python, JavaScript, Probability, QlikView",Databases,MongoDB,6,64206,86867,75537,3,Mid,Consulting,Medium (51-200),PhD,Hybrid,1,86,21,18,"Learning Stipend, Tuition Reimbursement, Gym Membership, Health Insurance",75537
214,Analytics Manager,Manager,Company_AI44,Detroit,"Python, Keras, Probability",Programming,Python,3,91570,123889,107730,11,Manager,Real Estate,Medium (51-200),Master's,Remote,1,72,2,78,"Free Lunch, Learning Stipend, Unlimited PTO, Health Insurance",107730
215,Data Scientist,Senior,Company_Analytics2,Atlanta,"Scala, SQL, Hadoop, C++",Programming,Scala,4,101173,136882,119028,3,Senior,Telecommunications,Medium (51-200),Master's,Flexible,1,84,13,66,"Unlimited PTO, Remote Work, Free Lunch",119028
216,Data Engineer,Mid,Company_Cloud68,Washington DC,"Machine Learning, MySQL, PyTorch, Data Visualization",ML/AI,Machine Learning,4,83869,113470,98669,5,Mid,Consulting,Startup,High School + Certification,Flexible,1,92,20,155,"Health Insurance, Gym Membership, Parental Leave",98669
217,Data Product Manager,Lead,Company_Analytics14,New York,"AWS, PyTorch, Kubernetes, RAG, Python, Computer Vision",Cloud,AWS,6,128420,173744,151082,12,Lead,Finance,Medium (51-200),PhD,Flexible,1,80,23,150,"Unlimited PTO, Gym Membership, Learning Stipend, Remote Work",151082
218,Business Analyst,Senior,Company_Data96,San Diego,"AWS, Statistics, Machine Learning, Elasticsearch, MySQL, GCP",Cloud,AWS,6,59253,80166,69709,3,Senior,Insurance,Medium (51-200),Master's,On-site,0,94,9,86,"Gym Membership, Unlimited PTO, Learning Stipend, Stock Options",69709
219,NLP Engineer,Mid,Company_Analytics67,Atlanta,"Statistics, Jenkins, Hadoop, Communication",Data Analysis,Statistics,4,99335,134394,116865,2,Mid,Real Estate,Medium (51-200),Master's,Flexible,1,85,14,73,"Health Insurance, Stock Options, Parental Leave",116865
220,Data Warehouse Engineer,Senior,Company_AI34,Chicago,"Machine Learning, JavaScript, Jenkins, Scala, RAG, Azure",ML/AI,Machine Learning,6,99785,135003,117394,7,Senior,Healthcare,Large (201-1000),PhD,Remote,1,91,6,172,"Health Insurance, Parental Leave, Gym Membership, Unlimited PTO",117394
221,Healthcare Data Analyst,Senior,Company_Cloud20,Los Angeles,"MongoDB, Hive, PyTorch",Databases,MongoDB,3,69507,94040,81774,6,Senior,Media,Startup,Bachelor's,Hybrid,1,96,4,111,"401k, Stock Options, Health Insurance",81774
222,Data Engineer,Senior,Company_Digital24,Minneapolis,"LangChain, Airflow, Flink",ML/AI,LangChain,3,76245,103154,89700,5,Senior,Education,Medium (51-200),PhD,Hybrid,1,98,21,91,"Learning Stipend, Stock Options, Health Insurance",89700
223,Operations Analyst,Mid,Company_Digital23,San Francisco,"Computer Vision, Azure, Probability, AWS, Excel",ML/AI,Computer Vision,5,65561,88700,77130,2,Mid,Healthcare,Small (11-50),High School + Certification,On-site,0,91,15,69,"Free Lunch, Stock Options, Unlimited PTO",77130
224,Analytics Manager,Senior,Company_Digital3,Detroit,"NLP, MongoDB, Data Visualization, JavaScript, LLM",ML/AI,NLP,5,93635,126683,110159,12,Senior,Telecommunications,Large (201-1000),High School + Certification,Hybrid,1,92,11,40,"Parental Leave, Free Lunch, Unlimited PTO, 401k",110159
225,Supply Chain Analyst,Senior,Company_Analytics7,Boston,"Jenkins, Communication, Computer Vision, Docker, Power BI",Cloud,Jenkins,5,70966,96013,83490,5,Senior,Healthcare,Startup,PhD,On-site,0,85,24,36,"Parental Leave, Tuition Reimbursement",83490
226,Data Analyst,Senior,Company_Tech44,Pittsburgh,"C++, Power BI, Beam, Docker, QlikView, Hive",Programming,C++,6,54060,73140,63600,2,Senior,Entertainment,Medium (51-200),Master's,Hybrid,1,100,24,80,"Learning Stipend, Health Insurance",63600
227,AI Research Scientist,Senior,Company_Data30,Raleigh,"Probability, NLP, SQL, Julia, Project Management",Data Analysis,Probability,5,93279,126200,109740,6,Senior,Education,Large (201-1000),Associate,Remote,1,77,29,105,"Remote Work, Tuition Reimbursement",109740
228,Data Engineer,Mid,Company_AI31,Seattle,"GCP, Java, PyTorch, Scikit-learn, C++",Cloud,GCP,5,77968,105487,91728,4,Mid,Government,Large (201-1000),PhD,On-site,0,100,5,153,"Tuition Reimbursement, Parental Leave, Stock Options",91728
229,Data Engineer,Senior,Company_Data25,Raleigh,"Communication, Project Management, Beam, Looker, Tableau, Julia",Soft Skills,Communication,6,79798,107962,93880,6,Senior,Finance,Enterprise (1000+),Associate,Flexible,1,83,16,63,"Remote Work, Learning Stipend, Unlimited PTO",93880
230,Supply Chain Analyst,Mid,Company_Tech81,Pittsburgh,"PostgreSQL, Airflow, Linear Algebra, Data Visualization, Azure, C++",Databases,PostgreSQL,6,61149,82731,71940,3,Mid,Real Estate,Startup,Bachelor's,Hybrid,1,82,27,122,"Parental Leave, Free Lunch",71940
231,Operations Analyst,Senior,Company_Analytics93,Portland,"Hadoop, Communication, Scikit-learn, LLM",Big Data,Hadoop,4,67263,91004,79134,3,Senior,Real Estate,Enterprise (1000+),PhD,Remote,1,99,15,183,"Health Insurance, Parental Leave",79134
232,Computer Vision Engineer,Senior,Company_Analytics42,Pittsburgh,"RAG, Beam, Looker, Agile",ML/AI,RAG,4,84537,114374,99456,4,Senior,Media,Startup,Bachelor's,Hybrid,1,74,19,131,"Free Lunch, Gym Membership, Health Insurance, 401k",99456
233,Data Warehouse Engineer,Mid,Company_Cloud40,Minneapolis,"Machine Learning, AWS, Elasticsearch, Statistics, PyTorch",ML/AI,Machine Learning,5,73837,99897,86867,3,Mid,Healthcare,Medium (51-200),High School + Certification,Flexible,1,89,23,24,"Parental Leave, Remote Work, Free Lunch, 401k",86867
234,AI Research Scientist,Senior,Company_Data17,Pittsburgh,"Spark, Agile, Terraform",Big Data,Spark,3,122138,165245,143691,3,Senior,Finance,Large (201-1000),Associate,On-site,0,100,24,55,"401k, Stock Options, Parental Leave, Health Insurance",143691
235,NLP Engineer,Mid,Company_Digital57,Portland,"Python, GCP, Agile, PostgreSQL, Hive",Programming,Python,5,94837,128308,111573,5,Mid,Insurance,Large (201-1000),PhD,Flexible,1,81,30,78,"Unlimited PTO, Parental Leave, Stock Options, 401k",111573
236,Marketing Analyst,Senior,Company_AI93,Chicago,"Julia, Hive, Elasticsearch, Computer Vision, GCP",Programming,Julia,5,53957,73001,63479,5,Senior,Education,Small (11-50),Master's,Remote,1,95,5,184,"Gym Membership, Free Lunch, Unlimited PTO",63479
237,Data Product Manager,Manager,Company_Data89,Salt Lake City,"Statistics, C++, Hive, Data Visualization",Data Analysis,Statistics,4,122165,165282,143724,6,Manager,Education,Enterprise (1000+),Bachelor's,Flexible,1,69,19,112,"Gym Membership, Free Lunch, Remote Work",143724
238,Computer Vision Engineer,Mid,Company_Digital76,Boston,"MySQL, Terraform, Docker, Python, R",Databases,MySQL,5,92991,125811,109401,4,Mid,Government,Small (11-50),High School + Certification,Hybrid,1,85,1,58,"Parental Leave, Remote Work",109401
239,Analytics Consultant,Senior,Company_Data73,Chicago,"Jenkins, LangChain, Elasticsearch",Cloud,Jenkins,3,72256,97759,85008,4,Senior,Government,Small (11-50),Bachelor's,Hybrid,1,84,25,187,"Learning Stipend, Unlimited PTO, Free Lunch, Tuition Reimbursement",85008
240,Healthcare Data Analyst,Senior,Company_Cloud11,Chicago,"NLP, JavaScript, Spark, Excel",ML/AI,NLP,4,85765,116035,100900,4,Senior,Telecommunications,Large (201-1000),Master's,Flexible,1,97,8,27,"Stock Options, Health Insurance, Free Lunch, Remote Work",100900
241,Data Warehouse Engineer,Mid,Company_Digital4,Seattle,"JavaScript, Agile, PostgreSQL, SQL, Metabase",Programming,JavaScript,5,64515,87285,75900,5,Mid,Entertainment,Large (201-1000),PhD,Flexible,1,92,12,33,"Remote Work, Stock Options, Unlimited PTO, Learning Stipend",75900
242,Marketing Analyst,Senior,Company_Cloud22,Detroit,"AWS, LangChain, R",Cloud,AWS,3,83456,112911,98184,7,Senior,Consulting,Enterprise (1000+),PhD,Hybrid,1,92,3,100,"401k, Free Lunch, Gym Membership",98184
243,Data Governance Analyst,Mid,Company_Tech72,Pittsburgh,"Python, Power BI, Tableau, Flink, R",Programming,Python,5,61149,82731,71940,3,Mid,Consulting,Large (201-1000),Bachelor's,Hybrid,1,66,14,90,"Unlimited PTO, Health Insurance",71940
244,Financial Analyst,Senior,Company_Analytics53,Boston,"Kafka, LLM, Java, Probability, LangChain",Big Data,Kafka,5,64515,87285,75900,5,Senior,Energy,Large (201-1000),High School + Certification,Hybrid,1,92,18,193,"Stock Options, 401k, Learning Stipend",75900
245,ML Engineer,Senior,Company_Digital81,St. Louis,"Keras, Hadoop, QlikView, Communication, Data Visualization, Julia",ML/AI,Keras,6,85680,115920,100800,4,Senior,Retail,Enterprise (1000+),PhD,Hybrid,1,90,15,105,"Health Insurance, Parental Leave, Free Lunch",100800
246,Supply Chain Analyst,Mid,Company_Digital83,Nashville,"PostgreSQL, Storytelling, Cassandra",Databases,PostgreSQL,3,74192,100377,87285,5,Mid,Retail,Startup,Master's,Flexible,1,97,28,101,"Free Lunch, Parental Leave, Gym Membership, Unlimited PTO",87285
247,ML Engineer,Mid,Company_AI83,Salt Lake City,"Julia, Metabase, SQL, Probability, Data Visualization, Statistics",Programming,Julia,6,92373,124976,108674,5,Mid,Entertainment,Medium (51-200),PhD,On-site,0,97,6,50,"Unlimited PTO, Gym Membership, Remote Work, Learning Stipend",108674
248,Marketing Analyst,Senior,Company_Cloud64,Boston,"GCP, Redis, Flink",Cloud,GCP,3,53957,73001,63479,5,Senior,Insurance,Large (201-1000),Associate,On-site,0,92,8,102,"Gym Membership, Remote Work, 401k, Parental Leave",63479
249,Analytics Consultant,Senior,Company_Data17,Raleigh,"Spark, Deep Learning, Hive, Computer Vision, R, C++",Big Data,Spark,6,85869,116176,101022,7,Senior,Technology,Large (201-1000),Associate,Flexible,1,100,23,170,"Remote Work, Parental Leave",101022
250,Computer Vision Engineer,Mid,Company_AI53,Washington DC,"NLP, Spark, Python, Hive, Probability",ML/AI,NLP,5,91142,123309,107225,5,Mid,Retail,Enterprise (1000+),Master's,On-site,0,75,6,16,"Tuition Reimbursement, Parental Leave, Remote Work",107225
251,Marketing Analyst,Mid,Company_Data24,San Diego,"MySQL, Leadership, Machine Learning, Looker, Terraform, TensorFlow",Databases,MySQL,6,62450,84491,73471,7,Mid,Healthcare,Medium (51-200),Bachelor's,On-site,0,84,7,169,"Gym Membership, Unlimited PTO, Remote Work",73471
252,ML Engineer,Senior,Company_Cloud28,Salt Lake City,"Elasticsearch, Scikit-learn, Hadoop",Databases,Elasticsearch,3,87974,119024,103499,5,Senior,Manufacturing,Medium (51-200),Master's,Remote,1,77,2,131,"Parental Leave, Remote Work, Free Lunch",103499
253,Business Intelligence Analyst,Senior,Company_AI98,Boston,"Leadership, Probability, LangChain",Soft Skills,Leadership,3,67881,91839,79860,7,Senior,Healthcare,Enterprise (1000+),Associate,On-site,0,85,6,123,"Remote Work, Learning Stipend, Parental Leave, Gym Membership",79860
254,Data Engineer,Mid,Company_Digital61,St. Louis,"Kubernetes, Spark, Hadoop, Excel, JavaScript, Leadership",Cloud,Kubernetes,6,81083,109701,95392,3,Mid,Technology,Large (201-1000),High School + Certification,Flexible,1,79,28,131,"Stock Options, Learning Stipend, Health Insurance",95392
255,Supply Chain Analyst,Mid,Company_Digital98,Seattle,"Flink, MongoDB, Metabase, Storytelling, Kubernetes",Big Data,Flink,5,65490,88604,77047,3,Mid,Consulting,Enterprise (1000+),High School + Certification,On-site,0,87,26,99,"Remote Work, Free Lunch, 401k, Parental Leave",77047
256,AI Research Scientist,Mid,Company_Digital18,Salt Lake City,"Azure, Power BI, Machine Learning, NLP, MySQL",Cloud,Azure,5,97942,132511,115227,6,Mid,Insurance,Large (201-1000),High School + Certification,On-site,0,100,22,145,"Stock Options, Remote Work, Tuition Reimbursement",115227
257,Financial Analyst,Mid,Company_Digital19,Chicago,"Storytelling, LLM, Spark, MongoDB, PyTorch",Soft Skills,Storytelling,5,85159,115216,100187,5,Mid,Energy,Small (11-50),Bachelor's,Flexible,1,64,17,25,"Health Insurance, Gym Membership, 401k, Stock Options",100187
258,Data Warehouse Engineer,Mid,Company_Data88,New York,"SQL, Storytelling, QlikView",Programming,SQL,3,59466,80454,69960,2,Mid,Real Estate,Enterprise (1000+),PhD,Flexible,1,85,12,57,"Free Lunch, Gym Membership",69960
259,Business Intelligence Analyst,Mid,Company_Cloud99,Detroit,"Metabase, RAG, Statistics, Machine Learning, QlikView",BI Tools,Metabase,5,64206,86867,75537,3,Mid,Transportation,Large (201-1000),Master's,Hybrid,1,79,13,136,"Tuition Reimbursement, Stock Options, Free Lunch, Gym Membership",75537
260,Financial Analyst,Mid,Company_Analytics88,Nashville,"Spark, Airflow, Kafka",Big Data,Spark,3,98224,132891,115557,5,Mid,Finance,Startup,Bachelor's,Hybrid,1,85,4,200,"401k, Remote Work, Unlimited PTO, Learning Stipend",115557
261,Financial Analyst,Mid,Company_Cloud92,Philadelphia,"Python, Machine Learning, Excel, Spark, Jenkins",Programming,Python,5,74669,101022,87846,7,Mid,Healthcare,Medium (51-200),High School + Certification,On-site,0,100,15,52,"Parental Leave, Remote Work, Tuition Reimbursement",87846
262,Business Analyst,Mid,Company_Data4,San Francisco,"TensorFlow, Machine Learning, Excel, Azure",ML/AI,TensorFlow,4,71628,96909,84268,4,Mid,Telecommunications,Medium (51-200),Bachelor's,Flexible,1,79,17,181,"Parental Leave, Gym Membership, 401k, Tuition Reimbursement",84268
263,Business Analyst,Senior,Company_Cloud83,Austin,"Machine Learning, PyTorch, Storytelling, Julia, TensorFlow",ML/AI,Machine Learning,5,62403,84428,73416,4,Senior,Education,Startup,Bachelor's,On-site,0,79,22,125,"Health Insurance, Gym Membership, Tuition Reimbursement",73416
264,Data Engineer,Mid,Company_Analytics94,Seattle,"Tableau, SQL, PyTorch",BI Tools,Tableau,3,77968,105487,91728,4,Mid,Education,Large (201-1000),High School + Certification,Remote,1,78,16,173,"Health Insurance, Parental Leave, Learning Stipend, Remote Work",91728
265,Analytics Manager,Senior,Company_Cloud37,Pittsburgh,"MySQL, Probability, Leadership, Azure, Keras, RAG",Databases,MySQL,6,85374,115505,100440,8,Senior,Media,Startup,High School + Certification,Flexible,1,84,2,144,"Unlimited PTO, 401k, Parental Leave",100440
266,Business Intelligence Analyst,Senior,Company_Cloud66,Philadelphia,"Kafka, Data Visualization, GCP, LangChain",Big Data,Kafka,4,78540,106260,92400,4,Senior,Transportation,Startup,PhD,Hybrid,1,89,28,52,"Stock Options, Unlimited PTO, Tuition Reimbursement, Remote Work",92400
267,Sports Analyst,Senior,Company_Digital77,Minneapolis,"Excel, Leadership, Computer Vision",Data Analysis,Excel,3,64515,87285,75900,5,Senior,Media,Startup,Master's,On-site,0,90,26,29,"Tuition Reimbursement, Gym Membership",75900
268,Business Analyst,Senior,Company_AI42,Minneapolis,"Leadership, Jenkins, NLP, Docker, JavaScript",Soft Skills,Leadership,5,69646,94228,81937,5,Senior,Media,Large (201-1000),High School + Certification,Flexible,1,81,24,136,"Free Lunch, Unlimited PTO",81937
269,Data Scientist,Mid,Company_AI91,Dallas,"Python, Metabase, Probability, Terraform, Flink, AWS",Programming,Python,6,101734,137640,119687,6,Mid,Government,Medium (51-200),High School + Certification,Hybrid,1,70,29,164,"Tuition Reimbursement, Learning Stipend, Unlimited PTO",119687
270,Data Architect,Mid,Company_Digital48,Boston,"Scikit-learn, AWS, Metabase, Docker",ML/AI,Scikit-learn,4,94652,128058,111355,2,Mid,Telecommunications,Medium (51-200),Bachelor's,Flexible,1,88,14,132,"Remote Work, Stock Options",111355
271,Data Warehouse Engineer,Mid,Company_Data38,Los Angeles,"Agile, Machine Learning, Terraform, Redis",Soft Skills,Agile,4,99785,135003,117394,7,Mid,Insurance,Startup,Bachelor's,Flexible,1,91,27,80,"Tuition Reimbursement, Stock Options, Free Lunch",117394
272,Data Analyst,Mid,Company_Analytics56,New York,"Power BI, Python, RAG",BI Tools,Power BI,3,75225,101774,88500,6,Mid,Retail,Enterprise (1000+),PhD,Flexible,1,81,21,25,"Free Lunch, Health Insurance, Gym Membership, 401k",88500
273,Business Analyst,Mid,Company_Analytics36,Philadelphia,"Spark, Elasticsearch, Scala, Julia, Hadoop, JavaScript",Big Data,Spark,6,53924,72957,63441,2,Mid,Education,Large (201-1000),High School + Certification,On-site,0,86,14,171,"Free Lunch, Unlimited PTO, Gym Membership",63441
274,Data Warehouse Engineer,Senior,Company_Cloud46,Raleigh,"Flink, Beam, Spark",Big Data,Flink,3,100786,136358,118572,6,Senior,Consulting,Enterprise (1000+),Master's,Flexible,1,91,8,180,"Stock Options, Remote Work, Parental Leave, 401k",118572
275,Marketing Analyst,Mid,Company_Digital75,Salt Lake City,"Linear Algebra, Project Management, Tableau, Java",Data Analysis,Linear Algebra,4,51142,69193,60168,3,Mid,Consulting,Medium (51-200),PhD,Flexible,1,84,29,121,"Unlimited PTO, Learning Stipend, Tuition Reimbursement",60168
276,Data Governance Analyst,Senior,Company_Cloud49,St. Louis,"Computer Vision, Linear Algebra, Probability, PostgreSQL, Keras",ML/AI,Computer Vision,5,80643,109106,94874,5,Senior,Technology,Medium (51-200),Master's,Flexible,1,82,24,28,"Gym Membership, Free Lunch, Tuition Reimbursement, 401k",94874
277,AI Research Scientist,Senior,Company_Analytics89,Denver,"Computer Vision, PostgreSQL, Python, Scala, Leadership",ML/AI,Computer Vision,5,97942,132511,115227,6,Senior,Retail,Startup,High School + Certification,Flexible,1,81,24,75,"Health Insurance, Gym Membership, Remote Work",115227
278,Data Product Manager,Senior,Company_Tech95,Pittsburgh,"Statistics, MongoDB, Scikit-learn, Keras, GCP, QlikView",Data Analysis,Statistics,6,111384,150696,131040,10,Senior,Education,Large (201-1000),Master's,Flexible,1,62,21,45,"Unlimited PTO, Health Insurance, Parental Leave, Free Lunch",131040
279,Data Product Manager,Senior,Company_AI45,Boston,"PostgreSQL, Deep Learning, Docker",Databases,PostgreSQL,3,99710,134901,117306,11,Senior,Entertainment,Enterprise (1000+),Bachelor's,Remote,1,80,19,157,"Stock Options, Unlimited PTO",117306
280,Data Product Manager,Principal,Company_Tech75,St. Louis,"C++, Statistics, Hive",Programming,C++,3,97103,131375,114239,12,Principal,Energy,Small (11-50),Master's,Hybrid,1,66,17,155,"Tuition Reimbursement, Unlimited PTO",114239
281,NLP Engineer,Senior,Company_AI93,Raleigh,"JavaScript, Metabase, PostgreSQL",Programming,JavaScript,3,99335,134394,116865,2,Senior,Transportation,Medium (51-200),Associate,Remote,1,73,14,38,"Learning Stipend, Health Insurance, Gym Membership, Unlimited PTO",116865
282,Analytics Consultant,Mid,Company_Digital21,Minneapolis,"Probability, Spark, Agile",Data Analysis,Probability,3,67740,91649,79695,5,Mid,Media,Enterprise (1000+),High School + Certification,Flexible,1,80,18,175,"Remote Work, Tuition Reimbursement",79695
283,Financial Analyst,Mid,Company_Data70,Salt Lake City,"MongoDB, Hadoop, Docker",Databases,MongoDB,3,61149,82731,71940,3,Mid,Telecommunications,Startup,Master's,Flexible,1,69,23,188,"Tuition Reimbursement, Free Lunch, 401k",71940
284,Sports Analyst,Senior,Company_Cloud56,Salt Lake City,"Storytelling, Computer Vision, Hive, Elasticsearch, Deep Learning, GCP",Soft Skills,Storytelling,6,69507,94040,81774,6,Senior,Education,Startup,Associate,Hybrid,1,99,27,167,"Health Insurance, 401k, Tuition Reimbursement, Parental Leave",81774
285,Financial Analyst,Mid,Company_Cloud31,Raleigh,"Deep Learning, Leadership, Julia, TensorFlow, JavaScript",ML/AI,Deep Learning,5,72817,98518,85668,6,Mid,Finance,Enterprise (1000+),Associate,Remote,1,99,26,118,"Stock Options, Free Lunch",85668
286,Data Governance Analyst,Senior,Company_Cloud33,Portland,"Looker, Project Management, PyTorch, Excel, RAG, Metabase",BI Tools,Looker,6,83468,112927,98198,3,Senior,Insurance,Medium (51-200),Master's,Flexible,1,70,5,87,"Free Lunch, Gym Membership",98198
287,Analytics Manager,Manager,Company_Analytics96,Seattle,"Hadoop, SQL, JavaScript",Big Data,Hadoop,3,81243,109916,95580,6,Manager,Energy,Medium (51-200),PhD,Flexible,1,95,15,59,"Learning Stipend, Parental Leave",95580
288,NLP Engineer,Mid,Company_Data6,Miami,"Scala, QlikView, Metabase, AWS, Spark",Programming,Scala,5,94837,128308,111573,5,Mid,Energy,Small (11-50),PhD,Remote,1,93,1,160,"Health Insurance, Remote Work, Tuition Reimbursement, Parental Leave",111573
289,NLP Engineer,Mid,Company_Digital97,Minneapolis,"Linear Algebra, NLP, PyTorch, Docker, Machine Learning, Scikit-learn",Data Analysis,Linear Algebra,6,94383,127695,111039,3,Mid,Education,Small (11-50),PhD,On-site,0,76,15,66,"401k, Stock Options, Remote Work",111039
290,Sports Analyst,Senior,Company_Tech90,Washington DC,"Java, Looker, Computer Vision, PyTorch",Programming,Java,4,92363,124961,108662,4,Senior,Healthcare,Enterprise (1000+),Associate,On-site,0,93,3,35,"Stock Options, Remote Work",108662
291,AI Research Scientist,Mid,Company_Tech90,Phoenix,"Julia, Metabase, Power BI",Programming,Julia,3,93279,126200,109740,6,Mid,Transportation,Large (201-1000),High School + Certification,On-site,0,99,15,51,"Parental Leave, Gym Membership, Health Insurance, Stock Options",109740
292,AI Research Scientist,Mid,Company_Cloud93,New York,"Statistics, LangChain, Tableau, Leadership, LLM, Machine Learning",Data Analysis,Statistics,6,130147,176082,153115,4,Mid,Telecommunications,Enterprise (1000+),Bachelor's,Flexible,1,90,4,159,"Tuition Reimbursement, 401k, Parental Leave",153115
293,Data Analyst,Mid,Company_AI16,Miami,"Hive, Probability, Spark, Beam, Statistics",Big Data,Hive,5,59976,81144,70560,4,Mid,Retail,Enterprise (1000+),Associate,Remote,1,73,27,12,"Gym Membership, 401k, Parental Leave",70560
294,Data Engineer,Senior,Company_Tech93,New York,"JavaScript, GCP, Statistics, Terraform, Redis",Programming,JavaScript,5,80819,109344,95082,2,Senior,Transportation,Enterprise (1000+),Master's,Flexible,1,89,21,185,"Parental Leave, Health Insurance, Learning Stipend, Remote Work",95082
295,Data Warehouse Engineer,Senior,Company_AI23,Raleigh,"Communication, Statistics, Keras",Soft Skills,Communication,3,64515,87285,75900,5,Senior,Consulting,Small (11-50),Associate,On-site,0,76,25,17,"Free Lunch, Health Insurance",75900
296,Healthcare Data Analyst,Senior,Company_Data100,Phoenix,"Scikit-learn, Spark, Metabase, LangChain, Machine Learning",ML/AI,Scikit-learn,5,65412,88499,76956,2,Senior,Technology,Medium (51-200),Associate,Flexible,1,100,4,46,"Parental Leave, 401k, Free Lunch, Health Insurance",76956
297,Computer Vision Engineer,Senior,Company_Data64,Salt Lake City,"Hive, Airflow, RAG, GCP",Big Data,Hive,4,117182,158541,137862,5,Senior,Energy,Large (201-1000),Associate,On-site,0,90,10,77,"Tuition Reimbursement, Unlimited PTO, Gym Membership, Health Insurance",137862
298,Computer Vision Engineer,Senior,Company_AI84,Boston,"NLP, RAG, Keras, LLM, Leadership, Computer Vision",ML/AI,NLP,6,92010,124484,108247,2,Senior,Retail,Large (201-1000),High School + Certification,Remote,1,73,8,55,"Tuition Reimbursement, Gym Membership, Remote Work",108247
299,Analytics Consultant,Mid,Company_Cloud19,Detroit,"MySQL, Agile, SQL, Metabase, JavaScript, C++",Databases,MySQL,6,67881,91839,79860,7,Mid,Transportation,Large (201-1000),Associate,On-site,0,85,18,74,"Free Lunch, Health Insurance",79860
300,Data Architect,Mid,Company_Cloud53,Nashville,"Deep Learning, Hadoop, MySQL, Azure, RAG",ML/AI,Deep Learning,5,128273,173546,150910,6,Mid,Finance,Small (11-50),Bachelor's,Hybrid,1,82,14,194,"Remote Work, Unlimited PTO",150910
301,Analytics Manager,Senior,Company_Digital56,Philadelphia,"Spark, PyTorch, Agile, Power BI, Cassandra",Big Data,Spark,5,102999,139352,121175,12,Senior,Education,Enterprise (1000+),Master's,On-site,0,80,15,73,"Free Lunch, Remote Work, Parental Leave, Tuition Reimbursement",121175
302,Database Administrator,Senior,Company_Digital13,St. Louis,"Tableau, LangChain, MongoDB, Excel, Docker",BI Tools,Tableau,5,86057,116430,101244,6,Senior,Energy,Large (201-1000),Master's,Hybrid,1,81,3,19,"Gym Membership, Free Lunch",101244
303,Analytics Manager,Senior,Company_Data3,Minneapolis,"LangChain, JavaScript, Computer Vision",ML/AI,LangChain,3,87439,118300,102870,9,Senior,Education,Medium (51-200),Master's,Remote,1,79,12,9,"Free Lunch, Learning Stipend",102870
304,Data Warehouse Engineer,Mid,Company_Analytics87,Minneapolis,"Statistics, Scala, Probability, Tableau, Leadership",Data Analysis,Statistics,5,67521,91353,79437,6,Mid,Finance,Small (11-50),Bachelor's,Flexible,1,83,28,5,"Tuition Reimbursement, Health Insurance",79437
305,Data Architect,Senior,Company_Tech93,Philadelphia,"Kafka, Terraform, Tableau, GCP, Hadoop",Big Data,Kafka,5,87261,118058,102660,6,Senior,Real Estate,Startup,High School + Certification,On-site,0,95,25,103,"Gym Membership, Stock Options",102660
